Text,Actual Label,Predicted Label,Probability Distribution
card companies increasingly rolling new cards lengthier terms confusing cashback rewards programs combat complexity ranked best cashback cards depending users specific spending habits requirements new card continue reading three best cashback card perks five cards provide perks credit card companies effectively pay new cardholders opening account signup bonus spending certain amount shortly opening card bonuses lucrative new cardholders given act highdoubledigit cashback rewards cards signup bonus period nofrills cashback card annual fee easy signup bonus criteria look jpmorgan chases chase freedom unlimited opens new window cardholders enjoy 150 cash signup bonus spending 500 first three months account opening plus 15 rewards rate spending advertisement premier card category chase sapphire preferred opens new window offers signup bonus 50000 points 500 cash 625 travel spending 4000 first three months account opening cards ongoing rewards program little underwhelming points redeemed cash cardholders know 95 annual fee waived first year 1 rewards rate 2 travel restaurants doesnt seem ever biggest draw real attraction cashback standpoint signup bonus cashback cards reward portion spending every swipe image source getty images cardholders simply want flat high rewards rate every dollar spent may want take look citigroups citi double cash card opens new window doesnt offer signup bonus offer 1 cashback rewards rate purchase plus 1 cash back pay balance effect cardholders enjoy 2 cashback rate whether cardholders prioritize cashback rate signup bonuses depends spending habits citi double cash card tops chase freedom unlimited cardholders spend 30000 due chase freedom unlimiteds 150 signup bonus rate spending may achieved months others would take several years put 30000 card people optimize spending among cards typically eke higher rewards rates maximizing bonus categories cards next cards offer opportunity earn 5 spending specific categories like gas groceries online retail bank americas bankamericard cash rewards opens new window card really great cashback rewards card round serving easytoreach signup bonus healthy rewards rate big categories like gas groceries best doesnt carry annual fee rewards paid 321 system cardholders earn 3 gas 2 groceries 1 everything else bank america customers qualify bonuses ranging 10 75 potentially bringing allin rewards rate gas purchases 525 dont need anything special claim 100 signup bonus though spend 500 first 90 days discover financial services discover card opens new window keeps simple 1 cash back rotating categories earn 5 rate card also doubles rewards earned first year resulting large lump sum rewards cardholders first anniversary use rotating bonus categories included gas restaurants amazoncom purchases quarterly bonus caps first 1500 spending annual fee particularly complicated requirements bonus categories log click enroll quarter may worth keeping around even use months year 5 simple tips skyrocket credit score 800increasing credit score 800 put rare company rare 1 9 americans claim theyre members elite club contrary popular belief racking high credit score lot easier may imagined following 5 simple disciplined strategies youll find full rundown inside free credit score guide opens new window time put financial future first secure lifetime savings increasing credit score simply click opens new windowto claim copy 5 simple tips skyrocket credit score 800 jordan wathen opens new window position stocks mentioned,2,0,[0.5184277  0.03528496 0.38579774 0.03420558 0.02628394]
spinning paypal holdings incnasdaq pypl july 2015 online marketplace ecommerce giantebay inc nasdaq ebayfaced burden proving investors capable creating new paths revenue growth 2016 company credibly claim done continue reading much ebays recent momentum credited expansion online ticket marketplace stubhub image source getty images since spinoff ebay improved gross merchandise volume gmv ultimately net revenue shifting resources stubhub online ticketing business well classifieds platform third quarter 2016 example stubhubs revenue leaped 32 currencyneutral basis similarly classifieds expanded top line 14 overall revenue ebays legacy marketplaces business contrast improved 5 currencyneutral basis 2017 turn ebays best year yet possible company keep pattern smaller bolton acquisitions coupled internal technology investment last year stubhub acquired spanish ticket marketplace ticketbis 165 million pushing geographical reach europe latin america asia also acquired undisclosed amount ticket utils online exchange ticket brokers allocating assets people attention smaller nimbler segments highlights magnitude managements task marketplace still towers corporate profit loss statement recorded total q3 2016 revenue 178 billion compared 460 million stubhub classifieds miscellaneous corporate revenue still ebay making tangible progress nonmarketplace segments made nearly 26 total revenue q3 2016 versus roughly 18 comparable prioryear quarter advertisement course marketplace growth curve slowed segment matured doesnt mean become afterthought managements strategic plans recent years ebay shifted away overreliance promotions boost revenue practice generally refers subsidizing gross merchandise volume following quote ceo devin wenig companys recent earnings conference call provides interesting insight point provides perspective longterm shareholders implication ample cash reserves ebay could easily sacrifice margin near term drive gmv lifting revenue possibly stock price well sustainable approach revenue generation one incentivize recurring visits ebays 165 million active global buyers promising investments merchandise sales may yield greater revenue 2017 include ongoing page design improvement lift conversion use artificial intelligence ai ebay executives talking potential ai time recent months use cases clearer tangible average shareholder grasp october company launched ebay collective curated shopping destination highend art antiques furniture site uses image recognition provided ebays recent acquisition visual search technology specialist corrigon ltdwhen visitor hovers product image corrigons software links closely matching available inventory provided invited dealers galleries ebay enlisted architectural digest magazine provide content ebay collective hopes create authoritative well sophisticated shopping experienceebay collective follows introduction year upscale ebay wine site lists thousands bottles global selection wine sellers similarly strives project image product curation providing boutique transaction environments may antithetical original allencompassing marketplace selling metaphor yet sites allow ebay control merchandising focus highend high margin sale conceive organization continue dual focus scaling smaller segments creating multiple new windows view global goods 2017 may indeed prove ebays best year yet 10 stocks like better ebay investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window investors buy right nowand ebay wasnt one thats right think 10 stocks even better buys click opens new window learn picks stock advisor returns nov 7 2016 asit sharma opens new window position stocks mentioned motley fool owns shares recommends ebay paypal holdings try foolish newsletter services free 30 days opens,1,4,[0.00478959 0.06335147 0.00423854 0.00450241 0.92311805]
prices rising much 21 last august gold looked bouncing back last year slide endured since 2013 donald trumps election put end climb though election end december price gold fell nearly 11 continue reading midst volatility shares royal gold nasdaq rgld climbed 70 identifying lowerrisk investment opportunity royal gold operates royalty streaming company providing investors interested gold alternative goldmining companieslets dig companys performance 2016 see expect 2017 image source getty images although royal gold receives royalties numerous metals including silver copper lead zinc companys revenue primarily generated gold 85 fiscal 2016 reporting fiscal 2016 revenue 3598 million royal gold whose fiscal year ends june 30 saw 294 increase 2780 million revenue reported fiscal 2015 performance translated adjusted ebitda 2598 million fiscal 2016 20 increase 2165 million reported fiscal 2015 advertisement streamlining portfolio royal gold invested approximately 13 billion stream interests fiscal 2016 unlike royalties metal stream purchase agreement thatprovides right purchase portion one ormore metals produced mine price determined term agreementin exchange upfront deposit payment 13 billion investments royal gold acquired gold stream andacollo coppergold mine fiscal 2016 terminating previously held royaltyone primary contributors royal golds revenue growth last year andacollo mine operated byteck resources limited annual report management acknowledged new deal help offset declining gold grade profileat mine expected provide revenue royalgold next several decades addition andacollo royal gold acquired gold silver stream pueblo viejo mine dominican republic closing 610 million transaction barrick gold september 2015 royal gold reported 397 million revenue pueblo viejo fiscal 2016 according management beginning beautiful relationship expects production extend next several decades yet another highlight last year royal gold entered 175 million agreement new gold acquisition gold silver stream rainy river project ontario production mine expected begin middle calendar year royal golds fiscal year ends june 30 unclear much stream contribute companys fiscal 2017 revenue management estimates rainy river 14year mine life become strong revenuecontributor production commences expecting close transaction either first second quarter fiscal 2017 royal gold amend existing streaming agreement centerra gold whereas royal gold currently 5225 gold streaming interest mount milligan goldcopper mine reduced 35 however royal gold also obtain 1875 copper streaming interest deal 111000 gold ounces received stream deliveries mount milligan fiscal 2016 royal gold sold approximately 108800 ounces accountingfor 1254 million revenue weve looked whats behind royal gold whats ahead lets turn attention stockone thing remember evaluating companies deal gold assigning value asset like mine far cut dried consequently companies may take large writedowns assets resulting skewed earnings figures example royal gold fiscal 2016 reported 986 million impairment charges phoenix gold project one figure cant manipulated though cash flow forgoing traditional pricetoearnings ratiolets consider stock terms cash operations according morningstar royal gold currently trading 19 times operational cash flow much attractive 33 trading last summer considering threeyear average 241 times operational cash flow current valuation seems even enticing seems insufficient consider one valuation metric lets also look pricetosales ratio trailing12month basis trading 11 times sales shares look reasonable light fact stocks fiveyear average 145 according morningstar rgld price cfo per share ttm data ycharts opens new window provide context stocks valuationlets,3,1,[0.07339917 0.62687033 0.00959402 0.06293748 0.22719891]
exclusive president obama dispatched two separate teams navy commandos carry last weeks rescue merchant ship captain held hostage somali pirates left operational details rules engagement military commanders national security adviser james l jones said tuesday tell white house presidential standpoint conflict gnashing teeth excessive influence trying manage thing mr jones retired marine corps fourstar general told washington times interview military officials gave detailed account date navy seal forces dispatched first base africa later united states carry mission pentagon officials communicated white house sought dispel internet reports military delayed taking action indecision inside white house dont recognize information circulated internet mr jones said pentagon officials said owners merchant ship maersk alabama controlled scene early hours hostagetaking april 8 soon pentagon took charge april 10 warship uss bainbridge scene mr obama first authorized navy seals base africa deploy bainbridge take necessary action team flown transport aircraft parachuted waters near warship officials said took awhile get facts get military scene said one senior military official spoke condition anonymity sensitivity discussing special forces operations picture got clear commanders requests went back chain guidance would like peaceful resolution however captain phillips life danger take appropriate action arrival first seal team gave military emergency capability pirates holding ships captain became violent mr jones said pentagon requested second complete seal team dispatched united states mr obama approved request well perspective textbook operation mr jones said interview two things president asked approve military executed flawlessly among reports disputed pentagon officials widely circulated internet critique purportedly anonymous source close seal community saying navy seals missed chance shoot pirates april 10 richard phillips captain hijacked freighter jumped lifeboat held failed escape attempt however military officials pentagon involved operation said navy seal snipers arrived board bainbridge time therefore could fired pirates contrary critical report president reject two proposed rescue attempts us forces prior sniper attack mr jones said navy seal commandos based norfolk naval development group part naval special warfare center based coronado calif dispatched region april 12 snipers team killed three somali pirates holding mr phillips military officials said difficult simultaneous rifle attack fired fantail guided missile destroyer towing lifeboat seas less choppy fourth man captured incident abdiwali abdiqadir muse brought back united states charged piracy federal court new york tuesday appeared new york bandaged hand smiling times escorted federal agents rescue operation delayed time took deploy second seal team 20 commandos along boats special equipment united states area 300 miles coast somalia pentagon officials said pentagon military officials said rules engagement set military commanders central command limited combat rules navy regarded operation countering criminal activity namely piracy mr jones said hostage rescue realworld test white house national security council crisis system heads well test pentagon think everybody played part well wasnt overstepping anybodys equities said right questions asked right actions taken rescue mr jones said called defense secretary robert gates joint chiefs staff chairman adm mike mullen asked postmortem operation response got everything done professionally calmly said president several advisers washington held several secure video conferences discuss rescue fiveday standoff military officials said details conferences made public officials mr jones said,3,1,[0.1052456  0.7444491  0.01272946 0.07804213 0.05953375]
retailers worked hard attract shoppers stores black friday offering inperson deals meant counter ease shopping phone amazon better economy colder weather helped sure stores also tried improve store experience offer better service theyve also made big push toward offering store pickup online orders hoping get people pick items theyre fighting circumstance online leader amazon first stop many shoppers continue reading theyre getting creative deals victor moore said arrived two hours ahead best buys 8 opening nashville scored one 14 doorbuster deals 55inch toshiba smart tv 280 220 savings moore said hes done online shopping allure instoreonly deals drew behind computer first successful doorbuster ive ever part moore said ive lines never actually got items waiting annette peluffo usually avoids black friday buys online 250 gift card reward buying iphone 8 plus target store miami hard resist plans use money buy toys nephews nieces coming weeks came iphone going store said still black friday isnt used morphed single day people got early score doorbusters whole month deals thinned crowds brickandmortar stores face plenty challenges advertisement jobless rate 17yearlow 41 percent consumer confidence stronger year ago analysts project healthy sales increases november december national retail federation trade group expects sales period least match last years rise 36 percent estimates online spending nonstore sales rise 11 15 percent analysts bain say amazon expected take half holiday seasons sales growth amazon said friday thanksgiving continued one busiest shopping days orders app 50 percent year ago overall online sales black friday rose 18 4 percent 640 million year ago friday morning says adobe analytics thanksgiving generated total 287 billion online spending 183 percent year ago data firm said 69 percent americans 164 million people intend shop point fiveday period thanksgiving cyber monday according survey released nrf expected black friday remain busiest day 115 million people planning shop consumer still likes go stores said charles oshea moodys lead retail analyst ive seen lot traffic yes theres going lot online shopping think brick mortar stores done nice job far attracting shoppers thats true karre wagner 20yearold university minnesota student st paul minnesota shopping mall america bloomington minnesota boyfriend bought blueray player malls best buy store says started holiday shopping black friday likes go mall shop like see im buying like touch feel know exactly im getting part experience said mean sitting online fine theres something starting holiday season black friday shift online buying major factor industry analysts watch nations malls fare holiday shopping season mall america minnesota says 2500 people line 5 opening friday line year ago shoppers started queuing early 545 pm thanksgiving jill renslow mall americas executive vice president business development said stores like nordstrom macys best buy crowded said items caught shoppers attention included voiceactivated devices like amazon echo nostalgic toys clothing shoes macys ceo jeff gennette said customer counts higher business better north northeast even fewer promotions year ago much depends whether people buying looking theyre buying things arent sale well chuck boyd said son arrived 4 one first five six line best buy nashville get one 14 doorbuster deals 55inch toshiba smart tv 280,3,4,[0.16744028 0.06402002 0.02101037 0.01006753 0.7374618 ]
retirement equation isnt looking good baby boomers right continue reading boomers weathered many challenges short period time financial crisis high unemployment rising medical costs supporting aging parents adult children says pat oconnell executive vice president ameriprise advisor group events squeezed finances made difficult save 42 workers older 55 saved 100000 retirement according employee benefit research institutes 2013 retirement confidence survey also living longerwith average life expectancy early 80s means larger nest eggs continue make ends meet people fund longer retirements less fixed income sources like pensions high healthcare costs stock market isnt performing like didits perfect storm sorts says scott halliwell certified financial planner usaa fixed income yields low compared historical standards people taking risk portfolios help increase savings thats ok thing understand risk youre taking oftentimes people dont says halliwell general rule thumb investments greater return potential also greater loss potential recent strength wall street many people buying equities make lost time says dan keady director financial planning tiaacref important plan know goals timeframes first advertisement expert tips help moderate portfolio risk still receiving solid returns longterm perspective since youll lose purchasing power investments earn 1 2 per year mackey mcneill ceo mackey advisors suggests knowing fundaments stock indexes perform different time periods stock many ups downs within year could trend longterm sure take longer approach arent many 10year negative return periods says mcneill retirement robert stammers director investor education cfa institute recommends going capital preservation mode reducing stakes stocks avoid losing money wild market swings careful lose capital live despite bullish market oconnell says difficult environment generate income cds bonds recordlow rates mean retirees take risk generate income choosing investments like preferred stocks dividend paying stocks reits always run numbers financial plan help make decision says mcneill modeling based allstock portfolio risk shortterm volatility longterm purchasing power inflation rather whats happening market today diverse counteract volatility dont guess markets going diversified portfolio says keady somebodys going jump market probably shouldnt invest money invest longterm weather volatility think seasonswinter recession summer expansion says mcneill putting portfolio variety asset classes like stocks real estate commodities help smooth volatility commodities volatile sampp put portfolio less volatility overall says different assets classes dont work use difference advantage less risk volatility mixing asset classes says mcneill look diversify mcneill suggests thinking investing portion portfolio commodities real estate emerging markets small caps etf every quarter rebalance portfolio set allocation amounts suggest youre going 5 emerging markets go 7 sell 2 judicious risk focus longterm period retirement diversifying investments produce income keeps risk profile inside comfort zone says oconnell figure whether need take risk dont focus principal volatility also consider interest rate risk inflation risk longevity risk income primary goal consider portfolio shortterm principal fluctuations wont increase overall risk tolerance focus long term diversify investments produce income delay social security instead taking risk portfolio delaying social security may better option says keady source lifetime income also help mitigate inflation risk overtime consider taking portfolio working parttime delay taking social security age 70 pay debts dont mortgage reduces strain portfolio says mcneill debt increases amount money discretionary spending,3,1,[0.00593512 0.91829365 0.00265726 0.04977838 0.02333565]
stockindex futures pointed sharp rebound wall street monday dow jones industrial average futures soared 200 points gains came investors cheered weekend news senate republicans passed sweeping overhaul us tax code stock futures continue reading futures dow jones industrial average surged 237 points 1 24475 sampp 500 futures rose 1685 points 06 266075 nasdaq100 futures jumped 325 points 05 637825 friday dow industrials fell 02 2423159 snapping fiveday winning streak index closed lows saw benchmark tumble 300 points httpwwwmarketwatchcomstorytechstockssettoleaddownturnforusstocksadayafterdowsmashesthrough2400020171201 one point news former national security adviser michael flynn triggered political uncertainty readits rare dow ramped like thisheres typically happens next httpwwwmarketwatchcomstoryitsrareforthedowtohaverampeduplikethishereswhattypicallyhappensnext20171204 session sampp 500 lost 02 close 264222 nasdaq composite index declined 04 end 684759 dow industrials could log new closing record monday indicated gains come nov 30 closed 2427235 marking first finish ever 24000 mark advertisement whats driving market progress republican tax plan spotlight monday investors continued watch news special counsels probe us president donald trumps election campaign early saturday senate passed republicansponsored tax reform proposal almost entirely along party lines httpwwwmarketwatchcomstorysenatepassestaxbilladvancingtoprepublicanpriority20171202 viewed key victory us president donald trump democrats tennessee republican bob corker voted readtrump celebrates taxbill victory opponents vent fury via taxscambill httpwwwmarketwatchcomstorytrumpcelebratestaxbillvictoryasopponentsventtheirfuryviataxscambill20171202 hopes trump administration republicans would usher businessfriendly tax overhaul cited driver stock markets recordsetting streak past year house senate must agree single tax bill sent trump sign rattling markets friday news flynn former member trumps election team pleaded guilty lying federal investigators probing russias alleged interference us election another factor abc news report flynn preparing testify trump presidential candidate directed make contact russians though abc news later friday corrected story httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203 httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203saying contact instead came trump presidentelect httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203httpswwwmarketwatchcomstoryabcnewsreporterbrianrosssuspendedfor4weeksforerroneousflynnreport20171203what strategists saying market focused historical tax overhaul rather political tensions investigations donald trump positive trend us stock markets could stretch uncharted territories said ipek ozkardeskaya senior market analyst lcgcom note clients readheres stockmarket rally unlikely derailed michael flynn httpwwwmarketwatchcomstorywhystockmarketrallyunlikelytocomeundonebyflynnnews20171201 chances tax cuts placed onto trumps desk sign increased markedly start week process reconciliation house senate tax plan congress also trying pass continuous resolution cr avoid government shutdown 8 december said chris weston chief market strategist ig group note clients seeits rare dow ramped like thisheres typically happens next httpwwwmarketwatchcomstoryitsrareforthedowtohaverampeduplikethishereswhattypicallyhappensnext20171204 issues keep risk supported one questions going really derail sentiment head final month one traditionally great breeding ground equity appreciation weston added stocks could active digital power corpdpw jumped 40 premarket company said coolisys technologies unit launched line power systems cryptocurrency mining httpwwwmarketwatchcomstorydigitalpowersstockrocketsafterlineofcryptocurrencypowersystemslaunched20171204 shares general cable corpbgc jumped 32 premarket italys cable maker prysmian spa prymi said would buy cable manufacturer deal values around 3 billion httpwwwmarketwatchcomstoryprysmiantobuygeneralcablein3billiondeal20171204 shares aetna incaet rose 34 premarket cvs health corpcvs agreed buy uss thirdlargest health insurer httpwwwmarketwatchcomstorycvstoacquirehealthinsureraetnainyearsbiggestdealvaluedat69billion20171203 69 billion cash stock cvs shares fell nearly 4 premarket read dialog dives 14 saying could lose apple business httpwwwmarketwatchcomstorydialogdives14aftersayingitcouldlosesomeapplebusiness20171204 whats data docket investors get several big pieces economic data week including nonfarmpayroll report friday economic front monday reading factory orders october slated release 10 eastern time readdont expect strong us hiring keep 2018 httpwwwmarketwatchcomstorydontexpectstrongushiringtokeepupin201820171202 markets asian markets finished mixed httpwwwmarketwatchcomstoryasianmarketsshrugoffsenatesapprovaloftaxbill20171203 hong kongs hang seng index rising,3,1,[4.1714353e-03 9.7921568e-01 1.8104257e-03 8.8173797e-04 1.3920667e-02]
buick gms biggestselling retail brand china excelle gt cousin buick verano one bestsellers image source general motors continue reading general motors nyse gm said sales china rose 18 july record 270529 vehicles powered strong sales highprofit luxury cars suvs gm series joint ventures local chinese automakers reports sales results brand rather jointventure level partners include familiar cadillac buick chevrolet brands well chinaonly baojun wuling brands cadillac sold 8757 vehicles china july 90 year ago hot sellers include chinaonly extendedwheelbase version compact ats sedan called atsl new xt5 crossover big xts luxury sedan xts sales 54 year ago advertisement cadillac sales jumped china surprise hit uniquetochina longerwheelbase version compact ats sedan called atsl image source general motors buick gms highestvolume passengervehicle brand china sales rose 30 89404 units july led popular excelle gt sedan sibling usmarket verano midsize envision suv envision recently launched united states big seller gm china since debut early last year baojun chinaonly brand affordable passenger vehicles sales jumped 44320 vehicles july 61 year ago baojuns 730 minivan 560 suv biggest sellers late sales 730 23 year ago sales 560 tripled gm said chevrolet sales fell 15 year ago 30287 success baojun cut chevrolets sales extent brand rallying allnew version cruze compact sedan bestseller china gm said sold 14000 cruzes china july wuling offers lineup small inexpensive vans popular tradespeople commercial fleets commercialvehicle sales china lagged since end countrys building boom hurting wulings results brands sales increased 6 97728 vehicles july second consecutive month yearoveryear growth unlike rival ford nyse f lost ground last year opens new window lowercost domestic chinese competitors gm managed post steady sales gains small part baojun wuling brands compete well domestic automakers gms market share china fall somewhat 142 second quarter 2015 133 last quarter profits china remained strong opens new window us competitive lineup profitable crossover suvs drawing lots customers togmsshowrooms gm suv deliveries china almost doubled second quarter ceo mary barra said companys earnings call last month continues led two really strong products baojun 560 buick envision affordable baojun 560 crossover suv smash hit gm china image source general motors barra pointed sales cadillacs also carry high profit margins enjoying significant growth china sales gms luxury brand 16 china first half year barra said brandnew xt5 crossover appears accelerated growth july upward trend could continue supplies xt5 continue increase several years china big success story gm despite industrywide pricing pressure gms profit margin china held strong 95 second quarter profitable suvs particularly buick envision cadillacs helped keep margins strong competition intensified lower ends market barra team planned onethird way third quarter looks like good story still track secret billiondollar stock opportunity worlds biggest tech company forgot show something wall street analysts fool didnt miss beat theres small company thats powering brandnew gadgets coming revolution technology think stock price nearly unlimited room run early intheknow investors one click opens new window john rosevear opens new window owns shares ford general motors motley fool owns shares recommends ford motley fool recommends general motors try foolish newsletter services free 30 days opens new window fools may,1,3,[0.04777186 0.30242008 0.02481396 0.52139044 0.10360359]
president trump ratcheted harsh rhetoric north korea thursday escalating war words pyongyang nuclear missile program refusing rule preemptive military action north carries threat us forces guam briefing national security advisers mr trump passed several opportunities lower temperature crisis jolted states across east asia one point insisted threat earlier week deliver fire fury regime kim jongun back wasnt tough enough theyve country long time many years told reporters referring norths repeated provocations via nuclear pursuits face slew us international sanctions time somebody stuck people country people countries speaking reporters golf course bedminster new jersey taking working vacation mr trump said north korea better get act together theyre going trouble like nations ever trouble world secretary state rex w tillerson week appeared trying ease fears imminent military clash pentagon confirmed considering military solutions north korean challenge although many congress slammed mr trumps forceful language recent days others including sen marco rubio florida republican come presidents defense said north korea bears blame escalating crisis pyongyangs accelerated efforts develop miniature nuclear bomb missiles deliver far us mainland face stringent opposition sanctions international community crossed dangerous threshold past several weeks prompting threats retaliation preemption white house two successful tests intercontinental ballistic missile system july coupled reports pyongyang mastered technology fit small nuclear warhead atop missiles prompted mr trump vow rain fire fury north stop threatening us thursday mr trump went calling warning pyongyang dare statement despite mr trumps tough talk administration continues publicly advocate diplomatic solution burgeoning crisis korean peninsula infighting among various factions inside white house whether north korea problem resolved negotiations whether military action may necessary muddled white houses message pyongyang although un security council voted 150 impose punitive new sanctions north korea un secretarygeneral antonio guterres said spokesman troubled belligerent tone sides confrontation un spokesman stephane dujarric said mr guterres welcomes initiatives help deescalate tensions return diplomacy defense secretary james mattis told reporters pentagon drafted military solution north koreas actions stressed repeatedly pentagon favors peaceful resolution american effort diplomatically led diplomatic traction gaining diplomatic results mr mattis told reporters thursday want stay right right tragedy war well enough known need another characterization beyond fact would catastrophic bedminster mr trump denied advisers divided handle problem bedeviled us administrations stretching back decades honest gen mattis may taken step beyond said mr trump told reporters adding administration would remain open negotiations pyongyang north gives threatening nuclear missile programs military solution mr mattis remained largely mum details military solution theoretically would curb pyongyangs efforts develop nuclearcapable ballistic missile arsenal except say military option would involve number regional powers pacific war plan complicated vulnerability us allies south korea japan well within range norths arsenal house large numbers american troops north korean military responded mr trumps threats saying completed war plan simultaneously launch four nonnuclear hwasong12 rockets could land waters us territory guam plan sitting kim jonguns desk us defense national security officials repeatedly touted capabilities american missile defense shield past several weeks wake north koreas missile tests july flew higher farther longrange missiles tested regime mr trump made revamping us missile defense systems top objective pentagon since taking office,4,1,[0.00699324 0.7086543  0.00391542 0.00571781 0.2747192 ]
image source bilfinger se flickr opens new window continue reading last august engineered biology conglomerate intrexon domestic energy leader dominion resources announced exclusive agreement explore potential cheap natural gas converted isobutanol nextgeneration fuel blendstock partnership seeks combine core strengths company specially offers way dominion resources diversify monetize vast natural gas reserves marcellus utica shale regions intrexon potential create tremendous value applied biology intrexon kept investors excited potential methanotrophic platform thats biologyspeak using methane cellular energy source arguably positioned second important project afterits widely followed tools forcombating zika virus intrigue onlygrowing stronger recent announcement pilot plant technology finally operational theres long way go natural gastofuels platform contributes top line company eyeing commercialization 2018 earliest investors right keep close eye developments heres need know research topic go rails pretty quickly individual investors methanotrophic probably isnt part daily vocabulary simply looking information isobutanol get confusing articles specs dont specify four versions butanol discussed lets begin square one idea explored intrexon dominion resources relatively simple feed methane found natural gas engineered microbes churn isobutanol methane replaces sugars agricultural crops traditionally used industrial biotech platforms carbon source microbes advertisement may sound like crazy science fiction gaseating bacteria among first organisms bust onto scene earth beating mediafriendly algae nearly 17 billion years companies lanzatech industrial microbes developing gaseous carbon platforms technologies intrexon isnt alone approach acetogens methanogens use carbon gases instead sugars image source lanzatech opens new window intrexon dominion resources interested isobutanols potential nextgeneration fuel blendstock better renewable fuel ethanol almost every category matters except course production capacity heres headtohead comparison first secondgeneration fuels sounds like slam dunk right well isobutanol better renewable fuel blendstock ethanol faces set challenges thought navigating term biobutanol confusing consider minefield state federal regulations although certain federal regulations currently approve isobutanol blend rates 16 safety testing still way companies 50 million annual revenue allowed sell opens new windowthanks tiny provision clean air act makes sense also approved isobutanol manufacturing pathway opens new window qualifies subsidies renewable fuel standard necessary give refiners incentive use renewable blendstock words intrexon dominion resources theres still question whether intrexons isobutanol even considered renewable since ultimate feedstock fossil fuel either way approval processes require years testing paperwork multiple agencies industrial partners also requires company operating substantially larger scale current pilot plant supports obstacle scaleup methanetoisobutanol bioprocess serious technical obstacles yet overcome thermodynamics may well keep intrexon realizing vision ill explore hurdles detail future article luckily intrexon dominion resources hardly game town thats actually great news investors bpand duponthave investing renewable isobutanol since 2004 led formation 5050 joint venture called butamax 2009 pair operating pilot scale since 2008 opened demonstrationscale facility 2010 although theyre taking traditional approach using agricultural sugars standard fermentation butamax instrumental pushing regulators consider renewable isobutanol gasoline blendstock allow intrexon piggyback efforts end wouldnt surprised see quartet join forces lobby epa isobutanol isobutanol certainly advantages current king renewable fuels ethanol commercialization intrexons technology still faces significant regulatory technical hurdles therefore despite internal target 2018 would surprised intrexon commercial operations end decade assuming company successfully scale platform however potential isobutanol vast regulatory pathways open america grew worldleading,2,4,[0.01125859 0.20981155 0.00796734 0.01297925 0.7579832 ]
wall street futures point lower open technology shares gain asia continue reading europe markets fall ahead ecb minutes weeks equities rebound slowed thursday global benchmarks mixed following release centralbank minutes us europe stoxx europe 600 02 brief upward swing futures signaled sampp 500 open 02 lower european central bank said minutes last meeting inflation still needed show convincing signs pickup minutes us federal reserves july meeting also minds global investors thursday showed disagreement timeline future interestrate increases us advertisement despite divisions fed minutes still showed agreement central banks plan soon begin winding balance sheet economy good place healthy growth labor market feds taken view 10year yield little bit higher said mike bell global market strategist jpmorgan asset management yield us 10year treasury yield rose 2243 thursday 2224 wednesday according data tradeweb us premarket trading cisco systems inc fell 25 technology company one worst performers reporting revenue fell asia technologyheavy markets taiwan south korea advanced samsung electronics climbed 18 taiwanese tech stocks made similar advances regions biggest tech company tencent rose 19 following strongerthanexpected secondquarter results even sliding financial property stocks kept hong kongs benchmark hang seng pressured 02 along geopolitical concerns prospect monetary tightening developed markets factor cooling foreign buying asian stocks said khoon goh anzs head asia research noting foreigners pulled net 28 billion regions equity markets excluding china month dollar softened overnight market digested fed minutes decline continued asian trading wsj dollar index measures dollar basket currencies thursday 02 dollars earlier decline pressured stocks japan nikkei 01 concerns stronger yens impact japans exporters major part countrys economy send exporters stocks often broader market lower currency records even moderate gains data thursday showed japans july exports 13 year earlier eighth straight monthly increase kenan machado contributed article write ese erheriene eseerherienewsjcom us stocks retreated broadly thursday retail technology companies suffering biggest losses 30 companies dow jones industrial average recent trading 11 major sectors sampp 500 dow industrials declined 179 points 08 21846 sampp 500 shed 1 nasdaq composite 13 wall streets fear gauge cboe volatility index jumped 23 major us stock indexes track biggest declines since last thursday spate weak earnings tensions north korea roiled markets around world day retailers helped us stocks bounce back brickandmortar stores contributing broader market declines victorias secret parent l brands one worstperforming stocks sampp 500 falling 6 company cut forecast remainder year bigbox retailer walmart stores declined nearly 2 company reported lower profit higher samestore sales mark stoeckle chief executive senior portfolio manager adams funds said firm owns shares retailer believes sales growth amid industrys broader struggles makes attractive pullback could good opportunity people dont walmart said mr stoeckle firm also weighed adding cisco systems position meeting thursday morning executives felt competing companies showed better growth said ok environment got many opportunities isnt good enough mr stoeckle added shares cisco shed 43 company said revenue fell last quarter netapp fell roughly 6 company issued sales guidance fell low end analyst projections even though beat quarterly earnings expectations shares fall companies top projections could suggest pockets market reached peak investors said good news isnt rewarded tends,4,3,[0.01364441 0.03715088 0.00674869 0.6709991  0.27145693]
